Willingness to take vaccine,Gender,Age,Education,Race,Financial Status,State,Census Region
yes,Male,>70,Highschool,White,Middle class,Missouri,West North Central
yes,Female,25-44,Undergraduate,White,Middle class,Ohio,East North Central
yes,Female,45-60,Undergraduate,Asian,Upper middle class,Massachusetts,New England
no,Male,61-70,Masters,Other,Upper middle class,ohio,East North Central
yes,Male,61-70,Masters,White,Middle class,Az,Mountain
yes,Female,>70,Graduate,White,Middle class,ct,New England
yes,Male,61-70,Highschool,White,Middle class,CA,Pacific
yes,Female,25-44,Graduate,Black,Lower middle class/poor,TX,West South Central
yes,Female,45-60,Masters,White,Middle class,CA,Pacific
yes,Female,61-70,Masters,Black,Upper middle class,Virginia,South Atlantic
yes,Male,25-44,Graduate,Other,Middle class,Michigan,East North Central
yes,Male,61-70,Undergraduate,White,Upper middle class,Nevada,Mountain
yes,Female,61-70,Graduate,White,Middle class,Tennessee,East South Central
no,Male,61-70,Highschool,White,Middle class,Washington,Pacific
yes,Female,45-60,Highschool,White,Middle class,CT,New England
yes,Female,45-60,Highschool,White,Lower middle class/poor,Co,Mountain
yes,Male,45-60,Masters,White,Upper middle class,Texas,West South Central
yes,Male,>70,Masters,White,Upper middle class,Florida,South Atlantic
yes,Male,>70,Graduate,White,Upper middle class,Arizona,Mountain
yes,Female,>70,Graduate,White,Middle class,Illinois,East North Central
yes,Male,25-44,Undergraduate,White,Middle class,Ohio,East North Central
yes,Male,45-60,Highschool,Black,Lower middle class/poor,Massachusetts,New England
yes,Male,>70,Masters,White,Wealthy,Iowa,West North Central
yes,Female,>70,Highschool,White,Middle class,New York,Mid-Atlantic
yes,Male,45-60,Highschool,White,Upper middle class,illinois,East North Central
yes,Female,45-60,Graduate,White,Middle class,CA,Pacific
yes,Female,>70,Middle school or less,White,Middle class,Missouri,West North Central
yes,Male,45-60,Middle school or less,White,Middle class,Ohio,East North Central
yes,Female,61-70,Graduate,White,Middle class,Illinois,East North Central
no,Male,>70,Masters,White,Upper middle class,Wisconsin,East North Central
yes,Male,61-70,Undergraduate,White,Middle class,New Jersey,Mid-Atlantic
yes,Female,>70,Middle school or less,White,Lower middle class/poor,California,Pacific
yes,Male,61-70,Highschool,White,Middle class,California,Pacific
yes,Female,25-44,Graduate,White,Lower middle class/poor,Ohio,East North Central
yes,Male,45-60,Graduate,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Masters,White,Middle class,North Dakota,West North Central
yes,Male,>70,Masters,White,Middle class,California,Pacific
yes,Female,18-24,Highschool,White,Wealthy,Iowa,West North Central
yes,Male,61-70,Graduate,White,Upper middle class,Tennessee,East South Central
yes,Female,25-44,Graduate,White,Middle class,Utah,Mountain
yes,Male,45-60,Graduate,White,Middle class,Utah,Mountain
yes,Male,>70,Middle school or less,White,Middle class,Illinois,East North Central
no,Female,61-70,Undergraduate,White,Middle class,FLORIDA,South Atlantic
yes,Female,25-44,Masters,Other,Lower middle class/poor,colorado,Mountain
no,Female,18-24,Highschool,White,Middle class,California,Pacific
no,Male,>70,Undergraduate,White,Middle class,Colorado,Mountain
yes,Male,45-60,Graduate,Other,Middle class,ARIZONA,Mountain
yes,Female,61-70,Undergraduate,White,Upper middle class,NY,Mid-Atlantic
yes,Female,61-70,Undergraduate,Hispanic,Middle class,Colorado,Mountain
yes,Female,45-60,Highschool,White,Upper middle class,NY,Mid-Atlantic
yes,Male,>70,Undergraduate,White,Upper middle class,New York,Mid-Atlantic
yes,Male,45-60,Graduate,Hispanic,Middle class,North Carolina,South Atlantic
yes,Female,45-60,Middle school or less,White,Lower middle class/poor,IL,East North Central
yes,Male,45-60,Graduate,White,Middle class,North carolina,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,California,Pacific
yes,Male,45-60,Graduate,White,Wealthy,ohio,East North Central
no,Female,61-70,Graduate,White,Middle class,Montana,Mountain
yes,Male,61-70,Masters,White,Upper middle class,Virginia,South Atlantic
yes,Female,61-70,Highschool,White,Middle class,WA,Pacific
yes,Male,61-70,Highschool,White,Upper middle class,Maryland,South Atlantic
yes,Female,45-60,Undergraduate,White,Middle class,North Carolina,South Atlantic
yes,Female,>70,Highschool,White,Upper middle class,Washington,Pacific
yes,Female,61-70,Undergraduate,White,Upper middle class,maryland,South Atlantic
yes,Male,18-24,Middle school or less,White,Lower middle class/poor,Idaho,Mountain
yes,Female,61-70,Middle school or less,White,Middle class,new york,Mid-Atlantic
no,Male,18-24,Middle school or less,White,Middle class,Minnesota,West North Central
yes,Male,61-70,Middle school or less,White,Middle class,CA,Pacific
yes,Male,45-60,Graduate,White,Middle class,Michigan,East North Central
yes,Female,18-24,Highschool,White,Middle class,Massachusetts,New England
yes,Male,61-70,Masters,White,Upper middle class,Ohio,East North Central
yes,Male,>70,Masters,White,Wealthy,New Jersey,Mid-Atlantic
no,Male,>70,Middle school or less,White,Middle class,Tennessee,East South Central
yes,Female,45-60,Graduate,White,Middle class,RI,New England
yes,Female,45-60,Undergraduate,White,Wealthy,Utah,Mountain
yes,Female,45-60,Highschool,White,Middle class,North Carolina,South Atlantic
no,Male,45-60,Middle school or less,Black,Lower middle class/poor,Ohio,East North Central
no,Male,61-70,Undergraduate,White,Upper middle class,Georgia,South Atlantic
yes,Male,25-44,Graduate,White,Middle class,Tennessee,East South Central
yes,Female,45-60,Undergraduate,White,Middle class,California,Pacific
no,Female,25-44,Graduate,Hispanic,Middle class,Ohio,East North Central
no,Female,61-70,Undergraduate,White,Lower middle class/poor,Ohio,East North Central
yes,Female,45-60,Undergraduate,Black,Lower middle class/poor,Ohio,East North Central
yes,Female,61-70,Highschool,White,Middle class,IA,West North Central
yes,Female,25-44,Graduate,White,Lower middle class/poor,CO,Mountain
yes,Female,61-70,Graduate,White,Upper middle class,va,South Atlantic
yes,Female,25-44,Graduate,White,Lower middle class/poor,New York,Mid-Atlantic
yes,Male,>70,Masters,White,Upper middle class,NC,South Atlantic
no,Male,>70,Undergraduate,White,Middle class,Ohio,East North Central
yes,Female,45-60,Graduate,White,Middle class,Ohio,East North Central
yes,Female,25-44,Graduate,Asian,Upper middle class,New York,Mid-Atlantic
yes,Female,61-70,Graduate,White,Lower middle class/poor,New York,Mid-Atlantic
no,Female,45-60,Middle school or less,White,Lower middle class/poor,California,Pacific
yes,Female,45-60,Masters,Hispanic,Middle class,NY,Mid-Atlantic
yes,Female,25-44,Highschool,Other,Upper middle class,Virginia,South Atlantic
yes,Female,61-70,Graduate,White,Middle class,Ohio,East North Central
yes,Female,45-60,Masters,White,Upper middle class,Maryland,South Atlantic
yes,Female,45-60,Undergraduate,Asian,Upper middle class,FL,South Atlantic
yes,Female,45-60,Masters,White,Middle class,MN,West North Central
yes,Male,>70,Undergraduate,White,Middle class,CA,Pacific
no,Female,45-60,Highschool,Black,Middle class,Ohio,East North Central
yes,Male,61-70,Undergraduate,White,Lower middle class/poor,Arizona,Mountain
yes,Female,>70,Graduate,White,Upper middle class,Oregon,Pacific
yes,Female,45-60,Masters,White,Middle class,New York,Mid-Atlantic
yes,Female,25-44,Graduate,White,Upper middle class,Ohio,East North Central
yes,Male,25-44,Highschool,Hispanic,Upper middle class,Minnesota,West North Central
yes,Female,25-44,Graduate,White,Upper middle class,Arizona,Mountain
yes,Female,45-60,Masters,White,Upper middle class,Rhode Island,New England
yes,Female,25-44,Highschool,White,Middle class,CO,Mountain
yes,Male,61-70,Undergraduate,White,Middle class,Ohio,East North Central
yes,Male,>70,Masters,Other,Middle class,Minnesota,West North Central
yes,Male,45-60,Masters,White,Middle class,Illinois,East North Central
yes,Female,45-60,Highschool,Black,Middle class,Maryland,South Atlantic
no,Female,25-44,Middle school or less,Black,Lower middle class/poor,Georgia,South Atlantic
yes,Female,45-60,Graduate,White,Middle class,New Mexico,Mountain
yes,Female,25-44,Masters,White,Middle class,MA,New England
yes,Female,25-44,Highschool,White,Lower middle class/poor,Florida,South Atlantic
yes,Male,45-60,Highschool,White,Upper middle class,Wisconsin,East North Central
yes,Female,61-70,Undergraduate,White,Middle class,Florida,South Atlantic
yes,Female,45-60,Middle school or less,Asian,Lower middle class/poor,Ohio,East North Central
yes,Female,45-60,Graduate,White,Upper middle class,TN,East South Central
yes,Female,25-44,Highschool,White,Middle class,New York,Mid-Atlantic
yes,Male,45-60,Highschool,White,Upper middle class,California,Pacific
yes,Male,>70,Masters,White,Upper middle class,Minnesota,West North Central
yes,Female,>70,Middle school or less,White,Middle class,Idaho,Mountain
yes,Male,18-24,Middle school or less,White,Middle class,Nevada,Mountain
yes,Female,61-70,Undergraduate,Hispanic,Lower middle class/poor,FL,South Atlantic
yes,Male,61-70,Graduate,White,Upper middle class,Oregon,Pacific
yes,Female,61-70,Masters,Hispanic,Middle class,Texas,West South Central
yes,Male,>70,Undergraduate,White,Middle class,OR,Pacific
yes,Female,45-60,Highschool,White,Upper middle class,CT,New England
yes,Male,>70,Graduate,White,Upper middle class,Iowa,West North Central
yes,Female,25-44,Undergraduate,White,Lower middle class/poor,vermont/pa,New England
yes,Female,45-60,Graduate,White,Lower middle class/poor,WA,Pacific
yes,Female,45-60,Graduate,White,Middle class,TN,East South Central
yes,Female,61-70,Masters,White,Wealthy,Kentucky,East South Central
yes,Female,25-44,Middle school or less,White,Upper middle class,Illinois,East North Central
yes,Female,>70,Graduate,White,Middle class,Missouri,West North Central
yes,Female,61-70,Undergraduate,White,Upper middle class,florida,South Atlantic
no,Female,45-60,Middle school or less,White,Lower middle class/poor,NY,Mid-Atlantic
yes,Male,61-70,Undergraduate,White,Upper middle class,Ohio,East North Central
yes,Female,>70,Undergraduate,White,Middle class,Nevada,Mountain
yes,Female,61-70,Masters,White,Upper middle class,IA,West North Central
yes,Male,61-70,Masters,White,Upper middle class,CA,Pacific
no,Female,61-70,Highschool,White,Middle class,North Carolina,South Atlantic
yes,Female,>70,Masters,White,Middle class,Delaware,South Atlantic
no,Male,25-44,Graduate,Hispanic,Middle class,California,Pacific
no,Female,61-70,Graduate,White,Lower middle class/poor,Georgia,South Atlantic
yes,Male,61-70,Highschool,White,Upper middle class,CA,Pacific
yes,Male,25-44,Highschool,White,Upper middle class,California,Pacific
yes,Female,61-70,Graduate,White,Upper middle class,Ohio,East North Central
yes,Female,25-44,Undergraduate,White,Middle class,VA,South Atlantic
yes,Male,>70,Graduate,White,Middle class,ca,Pacific
no,Male,45-60,Undergraduate,White,Middle class,Va,South Atlantic
yes,Male,>70,Middle school or less,White,Middle class,Oregon,Pacific
yes,Female,61-70,Highschool,White,Middle class,california,Pacific
yes,Female,61-70,Masters,White,Upper middle class,MI,East North Central
yes,Female,25-44,Masters,Black,Middle class,Delaware,South Atlantic
yes,Male,>70,Middle school or less,White,Middle class,Iowa,West North Central
yes,Female,45-60,Undergraduate,White,Middle class,Georga,South Atlantic
yes,Male,61-70,Undergraduate,White,Lower middle class/poor,New York,Mid-Atlantic
yes,Male,>70,Undergraduate,White,Middle class,Missouri,West North Central
no,Female,25-44,Masters,White,Wealthy,Maryland,South Atlantic
no,Female,25-44,Undergraduate,Other,Upper middle class,New York,Mid-Atlantic
yes,Female,45-60,Masters,White,Upper middle class,VA,South Atlantic
yes,Female,25-44,Masters,Asian,Upper middle class,WI,East North Central
yes,Female,61-70,Undergraduate,White,Middle class,Tennessee,East South Central
yes,Female,25-44,Middle school or less,White,Lower middle class/poor,Illinois,East North Central
yes,Female,>70,Undergraduate,White,Upper middle class,Missouri,West North Central
yes,Male,61-70,Highschool,White,Upper middle class,California,Pacific
yes,Female,>70,Graduate,White,Upper middle class,Nevada,Mountain
yes,Female,18-24,Highschool,White,Middle class,Maryland,South Atlantic
yes,Female,18-24,Highschool,White,Middle class,Massachusetts,New England
no,Male,25-44,Highschool,Asian,Lower middle class/poor,TX,West South Central
yes,Female,25-44,Graduate,Asian,Upper middle class,MO,West North Central
yes,Female,61-70,Highschool,White,Middle class,California,Pacific
yes,Male,61-70,Masters,White,Middle class,Illinois,East North Central
yes,Male,>70,Undergraduate,Other,Middle class,WA,Pacific
yes,Female,25-44,Graduate,White,Middle class,Minnesota,West North Central
no,Male,61-70,Masters,White,Upper middle class,CA,Pacific
no,Male,25-44,Masters,Other,Upper middle class,Va,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,Maine,New England
yes,Female,25-44,Highschool,White,Lower middle class/poor,NY,Mid-Atlantic
yes,Male,61-70,Highschool,White,Upper middle class,California,Pacific
yes,Female,45-60,Masters,White,Middle class,Ohio,East North Central
no,Female,25-44,Graduate,White,Upper middle class,DC,South Atlantic
yes,Female,25-44,Masters,White,Middle class,new york,Mid-Atlantic
yes,Female,45-60,Middle school or less,White,Lower middle class/poor,IA,West North Central
yes,Female,61-70,Highschool,White,Middle class,Washington,Pacific
no,Female,45-60,Undergraduate,Other,Middle class,Texas,West South Central
yes,Male,61-70,Middle school or less,Hispanic,Middle class,Utah,Mountain
yes,Female,25-44,Highschool,White,Middle class,Iowa,West North Central
no,Female,45-60,Undergraduate,White,Middle class,ohio,East North Central
yes,Female,25-44,Graduate,White,Middle class,Minnesota,West North Central
yes,Female,61-70,Graduate,White,Upper middle class,North Carolina,South Atlantic
yes,Female,>70,Masters,White,Upper middle class,NV,Mountain
yes,Female,>70,Graduate,White,Upper middle class,MN,West North Central
yes,Male,61-70,Undergraduate,White,Middle class,Missouri,West North Central
yes,Male,61-70,Undergraduate,White,Middle class,Tennessee,East South Central
yes,Female,61-70,Masters,White,Upper middle class,Georgia,South Atlantic
yes,Male,45-60,Graduate,Hispanic,Upper middle class,Virginia,South Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,New Mexico,Mountain
yes,Female,61-70,Graduate,White,Lower middle class/poor,Georgia,South Atlantic
no,Male,61-70,Undergraduate,White,Middle class,Iowa,West North Central
yes,Female,18-24,Highschool,Other,Middle class,maryland,South Atlantic
yes,Female,61-70,Graduate,White,Middle class,GA,South Atlantic
yes,Male,61-70,Graduate,White,Upper middle class,Arkansas,West South Central
yes,Female,>70,Undergraduate,White,Middle class,New York,Mid-Atlantic
yes,Female,>70,Graduate,White,Middle class,Ga,South Atlantic
yes,Male,61-70,Undergraduate,White,Middle class,Georgia,South Atlantic
yes,Female,>70,Undergraduate,White,Middle class,Montana,Mountain
yes,Female,18-24,Highschool,White,Middle class,Texas,West South Central
no,Female,45-60,Middle school or less,White,Middle class,Pa,Mid-Atlantic
yes,Female,61-70,Middle school or less,Black,Middle class,DC,South Atlantic
yes,Female,61-70,Undergraduate,White,Upper middle class,MN,West North Central
yes,Female,45-60,Undergraduate,White,Middle class,Oklahoma,West South Central
yes,Female,>70,Graduate,Hispanic,Middle class,Arizona,Mountain
yes,Female,61-70,Undergraduate,White,Middle class,Iowa,West North Central
yes,Female,>70,Graduate,White,Middle class,utah,Mountain
yes,Male,>70,Graduate,White,Upper middle class,Arizona,Mountain
yes,Female,>70,Highschool,White,Middle class,Arizona,Mountain
yes,Female,61-70,Masters,White,Middle class,Kansas,West North Central
yes,Female,25-44,Highschool,White,Upper middle class,Ohio,East North Central
yes,Male,>70,Masters,White,Upper middle class,Michigan,East North Central
yes,Female,>70,Graduate,White,Middle class,Or,Pacific
